product_id,last_updated,category,brand,price_inr,stock_quantity,rating,review_count,is_active,sku
PROD55045,2026-09-11,Books,OffBrand,20812.0,495,1.4576731819638828,1833.0,True,SKU-416125
PROD78693,2026-09-07,Electronics,BrandC,37233.0,47,4.035746000566215,3092.0,True,SKU-541888
PROD15425,2026-09-04,Books,Premium,13159.0,29,4.718561837800163,1185.0,False,SKU-634473
PROD39490,2026-09-14,Sports,BrandA,19999.0,274,4.178938682921833,,True,SKU-623909
PROD45050,2026-09-10,Home & Kitchen,BrandC,12392.0,232,1.6008062315983995,4947.0,True,SKU-875104
PROD38818,2026-09-14,Electronics,BrandA,29954.0,114,4.712459629127714,4276.0,True,SKU-531790
PROD87209,2026-09-03,Books,OffBrand,32623.0,141,2.3626285300850958,4814.0,True,SKU-815915
PROD46582,2026-09-08,Home & Kitchen,BrandA,31214.0,325,3.9746730076191352,2568.0,True,SKU-136623
PROD91354,2026-09-13,Electronics,NoName,41033.0,67,1.0863593271860386,2495.0,True,SKU-395454
PROD22628,2026-09-07,Books,NoName,0.0,355,3.4129963593092296,,True,SKU-386650
PROD94663,2026-09-09,Electronics,NoName,26579.0,181,3.2173505256031105,1897.0,True,SKU-200485
PROD43767,2026-09-03,Home & Kitchen,BrandB,17628.0,4,2.3882404404814923,4683.0,True,SKU-314138
PROD14969,2026-09-09,Home & Kitchen,NoName,24814.0,335,4.142511253842991,3192.0,True,SKU-557163
PROD57391,2026-09-06,Home & Kitchen,,11149.0,258,4.304578128372394,730.0,True,SKU-478621
PROD14987,2026-09-11,Electronics,BrandC,492.0,271,3.742457747329767,3085.0,True,SKU-819109
PROD42815,2026-09-12,Sports,BrandA,45899.0,-36,2.395585382029499,2234.0,True,SKU-540179
PROD49241,2026-09-10,Electronics,BrandB,11609.0,313,2.9063285767160454,,True,SKU-770967
PROD11645,2026-09-02,Sports,BrandA,16315.0,355,1.5483175782510394,1531.0,True,SKU-786847
PROD17228,2026-09-10,Sports,,20073.0,347,1.143192458455856,3454.0,True,SKU-949618
PROD64720,2026-09-09,Electronics,BrandC,25824.0,377,3.537256863083019,4192.0,True,SKU-515142
PROD85393,2026-09-07,Clothing,BrandA,48088.0,73,1.2121270292384825,402.0,True,SKU-182615
PROD64012,2026-09-05,Home & Kitchen,BrandB,30865.0,14,1.327364765588058,,True,SKU-545092
PROD90370,2026-09-06,Clothing,BrandA,16555.0,45,2.544921692236809,2512.0,True,SKU-339266
PROD70696,2026-09-13,Electronics,BrandB,48906.0,393,2.641168975419759,3218.0,True,SKU-694917
PROD33842,2026-09-04,Electronics,OffBrand,23073.0,237,4.548910118560233,2394.0,True,SKU-968733
PROD16989,2026-09-09,Electronics,BrandB,40315.0,44,2.8211776046702086,4206.0,True,SKU-158458
PROD41810,2026-09-08,Clothing,,16094.0,269,2.782190635738335,1722.0,True,SKU-163927
PROD18192,2026-09-01,Books,BrandA,24435.0,341,2.4682448682507387,271.0,True,SKU-940014
PROD74605,2026-09-05,Electronics,NoName,21146.0,172,4.290028287322014,2085.0,True,SKU-330069
PROD81988,2026-09-13,Clothing,BrandC,10450.0,360,3.893104339069685,3251.0,True,SKU-442482
PROD65437,2026-09-14,Sports,BrandB,6255.0,193,3.4569515842451315,958.0,True,SKU-281885
PROD18850,2026-09-11,Home & Kitchen,NoName,11332.0,388,3.5290602517482395,4444.0,True,SKU-768295
PROD21976,2026-09-12,Home & Kitchen,BrandC,39647.0,419,2.7891824411564285,599.0,True,SKU-596378
PROD47798,2026-09-11,Books,NoName,14225.0,126,3.9041650186263794,51.0,False,SKU-850526
PROD45236,2026-09-01,Sports,BrandB,27527.0,95,4.006055219451246,1927.0,True,SKU-143776
PROD27805,2026-09-08,Electronics,BrandB,14422.0,362,3.904295713162202,1741.0,True,SKU-837614
PROD27001,2026-09-01,Toys,BrandB,39185.0,60,3.5549037861385018,2518.0,True,SKU-790294
PROD53107,2026-09-04,Home & Kitchen,OffBrand,27219.0,36,2.70394437296682,3118.0,True,SKU-213154
PROD65099,2026-09-02,Electronics,NoName,24377.0,11,4.196062511177687,239.0,True,SKU-392605
PROD33399,2026-09-13,Electronics,NoName,38920.0,417,3.99181416838038,3053.0,True,SKU-932842
PROD30740,2026-09-04,Sports,BrandA,46618.0,136,2.3387452851263575,1533.0,True,SKU-983014
PROD69321,2026-09-01,Home & Kitchen,Premium,33125.0,456,2.0744313069506926,,True,SKU-293820
PROD64542,2026-09-04,Clothing,BrandB,0.0,229,3.780872298933323,2692.0,True,SKU-944533
PROD12357,2026-09-09,Clothing,BrandA,13074.0,335,2.9298633038106345,1635.0,True,SKU-796039
PROD57992,2026-09-12,Clothing,NoName,23869.0,8,1.9803473160385967,2882.0,True,SKU-268391
PROD92821,2026-09-05,Electronics,Premium,8450.0,234,4.336403427603592,4585.0,True,SKU-338543
PROD75839,2026-09-13,Home & Kitchen,Premium,37922.0,330,4.109332534035321,389.0,False,SKU-945281
PROD20340,2026-09-06,Books,NoName,6529.0,349,8.896373997410361,191.0,True,SKU-946518
PROD77239,2026-09-03,Home & Kitchen,OffBrand,12413.0,373,2.9124450299424227,4435.0,True,SKU-652461
PROD32657,2026-09-10,Books,OffBrand,19574.0,433,2.0184029193863107,4253.0,True,SKU-320503
PROD37750,2026-09-11,Clothing,BrandB,28692.0,399,2.8064288323293103,3933.0,True,SKU-147554
PROD31381,2026-09-07,Home & Kitchen,Premium,13794.0,215,1.2208221014275065,1855.0,True,SKU-755510
PROD50083,2026-09-04,Electronics,OffBrand,16493.0,344,1.268858950143692,3644.0,True,SKU-537746
PROD53100,2026-09-05,Sports,BrandC,22706.0,51,2.783931100108285,3647.0,True,SKU-317467
PROD65575,2026-09-09,Clothing,,26480.0,390,3.2434684980488555,4218.0,True,SKU-951340
PROD89825,2026-09-10,Books,OffBrand,18983.0,114,4.385836545209508,1743.0,True,SKU-890420
PROD62627,2026-09-14,Clothing,NoName,0.0,266,1.4093228028565505,2851.0,True,SKU-879303
PROD61218,2026-09-11,Electronics,NoName,48788.0,49,1.7718447221453255,2950.0,True,SKU-368733
PROD41196,2026-09-01,Sports,BrandC,24820.0,183,1.929772569701381,2996.0,True,SKU-823173
PROD41163,2026-09-06,Electronics,NoName,10283.0,142,3.3999572928118327,914.0,True,SKU-352531
PROD76896,2026-09-02,Home & Kitchen,Premium,36877.0,74,2.443506687594235,201.0,True,SKU-472831
PROD33957,2026-09-02,Books,BrandC,43709.0,350,4.073960916759061,,True,SKU-226708
PROD62924,2026-09-07,Sports,BrandB,4690.0,266,2.307497150275459,562.0,True,SKU-560627
PROD12577,2026-09-12,Clothing,,30254.0,376,,2683.0,True,SKU-905067
PROD98729,2026-09-04,Home & Kitchen,Premium,36199.0,443,1.2095153470016822,353.0,True,SKU-834143
PROD98743,2026-09-09,Electronics,BrandA,5391.0,144,1.6825304145686388,1838.0,False,SKU-506183
PROD37756,2026-09-09,Sports,BrandA,45019.0,51,2.1727150440020373,4365.0,True,SKU-645602
PROD11176,2026-09-12,Clothing,OffBrand,25014.0,68,3.033685123097641,2153.0,True,SKU-152477
PROD92206,2026-09-02,Electronics,BrandB,17097.0,259,,4607.0,True,SKU-640639
PROD93277,2026-09-13,Home & Kitchen,OffBrand,45021.0,298,3.21038091656179,3790.0,True,SKU-530830
PROD36189,2026-09-06,Toys,NoName,1528.0,328,1.4509352893631564,3491.0,True,SKU-202425
PROD60068,2026-09-09,Home & Kitchen,Premium,15558.0,193,3.6129473298849017,3460.0,True,SKU-186336
PROD63111,2026-09-06,Clothing,,37086.0,181,1.0759143088200815,4839.0,True,SKU-808506
PROD93879,2026-09-01,Electronics,Premium,34659.0,146,1.7754061286672167,637.0,True,SKU-726339
PROD82227,2026-09-01,Electronics,BrandA,43748.0,54,2.0706646911641955,2709.0,False,SKU-603661
PROD42829,2026-09-01,Clothing,BrandC,33061.0,182,4.883431123725918,3010.0,True,SKU-769889
PROD43202,2026-09-04,Home & Kitchen,OffBrand,993.0,172,3.805514674540048,2701.0,True,SKU-164826
PROD94165,2026-09-06,Electronics,Premium,29338.0,95,1.324624689710681,4925.0,True,SKU-750068
PROD38789,2026-09-09,Clothing,BrandC,43843.0,318,1.5132878015788402,4893.0,True,SKU-148411
PROD62741,2026-09-14,Home & Kitchen,OffBrand,4089.0,266,7.1516206974127,2989.0,True,SKU-941939
PROD78478,2026-09-05,Toys,BrandC,49931.0,476,1.1127587966794064,4513.0,True,SKU-964578
PROD27491,2026-09-14,Home & Kitchen,BrandC,5830.0,356,4.6210638086751485,2310.0,True,SKU-901070
PROD91493,2026-09-12,Electronics,OffBrand,6401.0,95,2.0171822922728717,2394.0,True,SKU-973635
PROD13200,2026-09-14,Sports,BrandB,44516.0,213,1.2539455464673623,3662.0,True,SKU-372070
PROD89232,2026-09-13,Electronics,,0.0,493,4.122750961674187,1598.0,True,SKU-800892
PROD76345,2026-09-04,Sports,BrandB,9518.0,436,3.554538668095169,4399.0,True,SKU-908705
PROD84852,2026-09-05,Electronics,BrandC,1317.0,332,4.246591799385627,963.0,True,SKU-727855
PROD14086,2026-09-07,Clothing,BrandA,35983.0,273,3.2741770946221225,3547.0,True,SKU-256048
PROD42900,2026-09-11,Clothing,NoName,8981.0,232,4.756171627303896,4279.0,True,SKU-609665
PROD51061,2026-09-13,Books,BrandA,25407.0,363,3.7530043883855986,1043.0,True,SKU-529865
PROD87723,2026-09-13,Sports,Premium,9176.0,403,3.1412244765585835,763.0,True,SKU-458735
PROD17950,2026-09-05,Electronics,Premium,20036.0,421,2.9544528523129685,1913.0,True,SKU-948579
PROD97976,2026-09-11,Books,BrandA,13534.0,255,4.175044816212102,3039.0,True,SKU-828129
PROD97547,2026-09-04,Clothing,OffBrand,14453.0,219,4.865168448446385,3030.0,False,SKU-774105
PROD55301,2026-09-13,Toys,BrandC,369.0,126,3.9527693214065645,606.0,False,SKU-295703
PROD66764,2026-09-10,Clothing,BrandB,43296.0,60,2.021630372705552,1421.0,True,SKU-155602
PROD68432,2026-09-03,Books,OffBrand,9243.0,277,3.3314293501196026,2067.0,True,SKU-185937
PROD19173,2026-09-11,Clothing,OffBrand,6317.0,225,4.932224877122786,4879.0,True,SKU-529339
PROD59151,2026-09-13,Home & Kitchen,BrandA,10089.0,456,1.6838832372748946,3829.0,True,SKU-741180
PROD25404,2026-09-01,Sports,BrandB,26021.0,446,4.8719586512218225,3847.0,True,SKU-967110
PROD56810,2026-09-04,Home & Kitchen,BrandA,17489.0,291,1.7863985771985993,3439.0,True,SKU-692853
PROD86534,2026-09-05,Books,,39206.0,400,4.783731726331443,939.0,True,SKU-320994
PROD15293,2026-09-02,Clothing,Premium,46917.0,448,3.2991070080855978,778.0,True,SKU-599006
PROD81792,2026-09-06,Clothing,Premium,23767.0,19,1.5176764228422837,707.0,True,SKU-242031
PROD89108,2026-09-11,Clothing,BrandA,30192.0,392,2.959265368617161,4931.0,True,SKU-982953
PROD56439,2026-09-04,Home & Kitchen,BrandB,22391.0,216,1.9188278792167122,3059.0,True,SKU-992674
PROD60227,2026-09-13,Home & Kitchen,,32462.0,73,4.435597436443068,2377.0,True,SKU-552017
PROD27288,2026-09-02,Home & Kitchen,BrandB,9802.0,300,1.4828106118301818,4427.0,True,SKU-921938
PROD84508,2026-09-02,Clothing,OffBrand,14512.0,267,4.2605716102787285,195.0,True,SKU-390828
PROD99010,2026-09-02,Sports,NoName,45475.0,194,2.045092031440545,2249.0,True,SKU-609711
PROD13808,2026-09-10,Clothing,BrandB,12762.0,66,1.0942178453353413,499.0,True,SKU-963858
PROD17769,2026-09-10,Clothing,OffBrand,20171.0,383,2.3887392255245223,1335.0,True,SKU-805092
PROD47678,2026-09-05,Books,BrandB,5733.0,477,3.4636150726159913,2889.0,True,SKU-507567
PROD87500,2026-09-04,Clothing,BrandB,37934.0,331,3.189484286686386,1493.0,True,SKU-652180
PROD38131,2026-09-04,Electronics,,32503.0,315,4.803448050140297,3922.0,True,SKU-942664
PROD58357,2026-09-07,Sports,BrandA,32401.0,239,2.069293711617525,3041.0,False,SKU-861303
PROD69485,2026-09-02,Electronics,Premium,31188.0,12,3.735298092100012,602.0,True,SKU-716798
PROD20276,2026-09-04,Sports,OffBrand,5492.0,198,3.6267773659293514,4585.0,True,SKU-943726
PROD33731,2026-09-03,Toys,BrandC,18357.0,-77,3.2869990767651434,1356.0,True,SKU-942632
PROD47758,2026-09-03,Books,OffBrand,4504.0,203,2.233110778734155,3365.0,True,SKU-555838
PROD92606,2026-09-11,Toys,Premium,13531.0,384,2.2512782404900933,2969.0,True,SKU-987788
PROD50574,2026-09-02,Sports,,48874.0,343,4.531870964906513,4048.0,True,SKU-228435
PROD88925,2026-09-10,Books,NoName,12212.0,347,3.8330203981240483,2736.0,True,SKU-508359
PROD72650,2026-09-10,Toys,Premium,42582.0,399,3.991896235271434,2490.0,True,SKU-443786
PROD31303,2026-09-05,Home & Kitchen,BrandB,16330.0,18,1.9731397760586895,3958.0,True,SKU-496790
PROD57914,2026-09-10,Electronics,OffBrand,46229.0,366,3.435835241256697,1958.0,True,SKU-808158
PROD53440,2026-09-12,Toys,,30703.0,225,2.351748416254433,1795.0,True,SKU-568168
PROD81410,2026-09-14,Electronics,NoName,32998.0,303,4.518570195362757,4837.0,True,SKU-833418
PROD26276,2026-09-02,Clothing,NoName,22373.0,155,2.6072462179922455,2748.0,True,SKU-920111
PROD79002,2026-09-02,Toys,NoName,22459.0,150,1.6535538556337834,3134.0,True,SKU-874234
PROD26920,2026-09-10,Books,BrandB,12340.0,-32,1.5999059247935903,734.0,False,SKU-644534
PROD15531,2026-09-02,Home & Kitchen,OffBrand,15367.0,121,4.132777131301664,4055.0,True,SKU-744926
PROD53340,2026-09-02,Clothing,BrandB,39605.0,272,3.6213020237197,3357.0,True,SKU-767904
PROD11663,2026-09-02,Toys,NoName,43387.0,190,2.8813399756147753,3004.0,True,SKU-666180
PROD76129,2026-09-02,Toys,Premium,41794.0,496,2.002745622111368,132.0,True,SKU-432947
PROD38223,2026-09-13,Clothing,Premium,9493.0,144,2.7027007291248433,2551.0,True,SKU-701780
PROD40978,2026-09-01,Toys,BrandA,779.0,-49,1.2832180965496165,2516.0,True,SKU-176172
PROD82138,2026-09-01,Books,Premium,6035.0,312,2.2103130661375894,2324.0,False,SKU-539993
PROD55995,2026-09-08,Electronics,BrandA,21570.0,172,2.395258658104704,3304.0,False,SKU-570628
PROD99444,2026-09-03,Home & Kitchen,NoName,5532.0,200,4.14699480327104,11.0,True,SKU-694479
PROD50339,2026-09-10,Books,BrandB,10776.0,150,4.877089932574329,553.0,True,SKU-535427
PROD11620,2026-09-14,Home & Kitchen,NoName,19867.0,209,2.5851862352400063,4587.0,True,SKU-288768
PROD65581,2026-09-07,Clothing,Premium,29505.0,453,3.9706153867916205,1842.0,True,SKU-520066
PROD96345,2026-09-06,Electronics,NoName,29786.0,299,1.3464730539127148,771.0,True,SKU-988949
PROD54764,2026-09-01,Clothing,NoName,12238.0,-84,1.2131253316785902,692.0,True,SKU-111909
PROD11001,2026-09-09,Clothing,,17499.0,260,3.408707552658968,3707.0,True,SKU-718091
PROD12228,2026-09-01,Electronics,NoName,31366.0,449,2.042307581482218,4632.0,True,SKU-265822
PROD54087,2026-09-01,Clothing,OffBrand,3233.0,483,2.1455637869126183,1467.0,True,SKU-458795
PROD77380,2026-09-03,Clothing,BrandB,2048.0,171,4.717005850316035,4269.0,False,SKU-886758
PROD19526,2026-09-01,Home & Kitchen,Premium,20652.0,183,2.223455076694104,2544.0,False,SKU-184313
PROD70619,2026-09-06,Home & Kitchen,Premium,36913.0,229,1.2890230500323998,1516.0,True,SKU-640683
PROD46523,2026-09-11,Sports,OffBrand,4224.0,161,4.144580957610144,2913.0,True,SKU-816074
PROD36985,2026-09-10,Books,BrandB,47268.0,225,4.70153995819876,2527.0,True,SKU-331957
PROD46970,2026-09-02,Home & Kitchen,BrandB,47608.0,450,4.028526702377754,2417.0,True,SKU-647008
PROD51047,2026-09-12,Toys,BrandA,28891.0,351,4.165321910900035,117.0,True,SKU-533516
PROD24617,2026-09-04,Clothing,NoName,38883.0,259,1.4533197662698494,2714.0,True,SKU-980724
PROD53283,2026-09-01,Electronics,BrandB,29901.0,43,6.623570054706086,3620.0,True,SKU-110000
PROD79305,2026-09-06,Home & Kitchen,Premium,13406.0,143,2.4466087312474736,3677.0,True,SKU-362282
PROD56825,2026-09-12,Electronics,BrandA,677.0,400,2.153729976885958,1001.0,True,SKU-907446
PROD52627,2026-09-08,Electronics,BrandB,34049.0,80,1.9368473265385884,3798.0,True,SKU-453659
PROD90625,2026-09-02,Toys,,29472.0,301,1.8376699547983582,3729.0,True,SKU-529077
PROD42612,2026-09-05,Home & Kitchen,NoName,25073.0,396,1.2177606600860331,4915.0,True,SKU-208507
PROD39970,2026-09-10,Clothing,BrandC,41886.0,273,1.5518982200063238,252.0,True,SKU-817900
PROD36962,2026-09-12,Sports,NoName,24432.0,498,,4481.0,True,SKU-770995
PROD66707,2026-09-13,Home & Kitchen,,0.0,161,3.7249735910876356,1045.0,True,SKU-300031
PROD22603,2026-09-03,Books,BrandB,39263.0,446,1.8972896717920271,3463.0,True,SKU-614208
PROD23553,2026-09-06,Electronics,OffBrand,24186.0,411,4.043196424171267,3822.0,True,SKU-422584
PROD88267,2026-09-13,Sports,Premium,37220.0,476,3.6199843332725203,2003.0,True,SKU-559849
PROD51618,2026-09-14,Electronics,BrandA,30977.0,254,,163.0,True,SKU-745018
PROD30984,2026-09-10,Clothing,BrandC,4607.0,440,1.053022859518637,2352.0,True,SKU-542753
PROD14932,2026-09-04,Clothing,NoName,28687.0,438,2.1483845935470973,1850.0,True,SKU-345422
PROD72826,2026-09-05,Clothing,OffBrand,4502.0,141,3.4895360381104537,1027.0,True,SKU-911779
PROD75253,2026-09-07,Home & Kitchen,OffBrand,22460.0,162,,4752.0,True,SKU-596948
PROD76645,2026-09-02,Electronics,NoName,36665.0,284,3.536045482291002,1553.0,False,SKU-160994
PROD86045,2026-09-10,Clothing,BrandA,44711.0,285,,4791.0,True,SKU-251898
PROD13916,2026-09-14,Home & Kitchen,NoName,36820.0,23,2.66386531580565,4777.0,True,SKU-748879
PROD48657,2026-09-09,Clothing,Premium,40473.0,441,3.357806993682472,296.0,True,SKU-418589
PROD46921,2026-09-10,Clothing,,45872.0,269,2.055363048787001,3831.0,True,SKU-704171
PROD48076,2026-09-10,Electronics,NoName,20720.0,434,1.3779289057814625,4201.0,True,SKU-998757
PROD35394,2026-09-11,Sports,BrandC,10480.0,425,4.475339845795804,3576.0,True,SKU-745242
PROD89576,2026-09-14,Home & Kitchen,BrandB,36046.0,480,3.3913783769937913,536.0,True,SKU-819426
PROD22544,2026-09-11,Electronics,BrandA,43164.0,315,3.4382457417106447,1684.0,True,SKU-740944
PROD82852,2026-09-08,Books,NoName,1585.0,236,3.8666353061254215,4627.0,False,SKU-514470
PROD89239,2026-09-10,Books,BrandA,28580.0,186,1.279137190067647,1748.0,True,SKU-867168
PROD69134,2026-09-10,Books,,3882.0,11,3.575985528108236,2114.0,True,SKU-265890
PROD46282,2026-09-04,Electronics,BrandB,18157.0,161,2.6081350694963925,4435.0,True,SKU-666824
PROD65169,2026-09-01,Electronics,,33196.0,399,4.775052150984049,4731.0,True,SKU-506054
PROD77117,2026-09-04,Clothing,NoName,40457.0,478,1.5274081820297978,4387.0,False,SKU-396018
PROD10121,2026-09-05,Sports,NoName,12611.0,399,2.8921790624233963,197.0,True,SKU-686149
PROD43412,2026-09-10,Home & Kitchen,BrandA,36868.0,460,2.0849544634724446,3863.0,True,SKU-612038
PROD70256,2026-09-13,Sports,BrandB,41482.0,316,2.1686780698386006,4626.0,True,SKU-414676
PROD41706,2026-09-10,Electronics,,0.0,68,2.240250331277072,3558.0,True,SKU-612210
PROD95821,2026-09-12,Toys,BrandC,23873.0,113,2.97845009695285,1782.0,True,SKU-926151
PROD72385,2026-09-06,Books,NoName,2142.0,-90,1.4149251572477914,866.0,True,SKU-377904
PROD55988,2026-09-10,Electronics,BrandC,31676.0,99,1.5056231433009488,288.0,True,SKU-702737
PROD71298,2026-09-02,Books,BrandA,22475.0,352,4.330789251609897,4654.0,True,SKU-598021
PROD86227,2026-09-04,Clothing,BrandA,49262.0,496,4.624047574678492,117.0,True,SKU-656074
PROD43604,2026-09-04,Sports,BrandA,37536.0,448,2.4215552493503227,2047.0,True,SKU-125397
PROD32074,2026-09-05,Sports,NoName,2243.0,492,2.7985044395522958,1373.0,True,SKU-780382
PROD20591,2026-09-03,Electronics,,47643.0,247,4.419477987616865,3484.0,True,SKU-276595
PROD21878,2026-09-02,Clothing,NoName,29947.0,389,2.9318763708468643,2050.0,True,SKU-933796
PROD89085,2026-09-14,Clothing,BrandA,33151.0,116,2.2097513308100125,91.0,True,SKU-889172
PROD76156,2026-09-01,Toys,NoName,30732.0,269,2.808427562192324,4670.0,True,SKU-907947
PROD91086,2026-09-08,Toys,OffBrand,49512.0,296,2.30929517550455,4800.0,True,SKU-792430
PROD28676,2026-09-09,Home & Kitchen,BrandC,24287.0,436,2.889674369488182,949.0,False,SKU-523342
PROD33391,2026-09-07,Books,OffBrand,4371.0,494,2.655989985503445,1019.0,True,SKU-726123
PROD56598,2026-09-03,Books,NoName,42529.0,478,2.6805993194797284,3001.0,True,SKU-255341
PROD91559,2026-09-05,Books,NoName,30323.0,224,1.6371056217762283,4525.0,True,SKU-869076
PROD10222,2026-09-09,Clothing,BrandB,25472.0,326,3.559645898234071,4878.0,True,SKU-988229
PROD52759,2026-09-01,Books,NoName,12815.0,332,2.098258437467839,1597.0,True,SKU-956155
PROD20249,2026-09-14,Home & Kitchen,BrandA,26686.0,332,3.4950305964191815,3848.0,True,SKU-672276
PROD76628,2026-09-10,Toys,NoName,30606.0,307,4.2254354419084255,3114.0,False,SKU-108145
PROD95967,2026-09-09,Toys,BrandA,6732.0,2,2.1491962612220528,1920.0,True,SKU-788863
PROD81153,2026-09-09,Electronics,BrandA,38665.0,55,2.213850292614137,4798.0,True,SKU-174314
PROD89241,2026-09-07,Electronics,BrandA,20384.0,-76,1.839918509212307,3026.0,True,SKU-702351
PROD27218,2026-09-13,Sports,BrandA,29959.0,213,4.82672880613692,4504.0,True,SKU-959012
